,accuracy_without_temperatures,accuracy_with_temperatures,deviation_without_temperatures,deviation_with_temperatures,calculation_time_without_temperatures,calculation_time_with_temperatures,WAIC_without_temperatures,WAIC_time_with_temperatures
25,86.66666666666667,91.11111111111111,0.0625,0.043055555555555555,543.9802737236023,405.07337951660156,254.59025348904495,536.0353630231417
26,93.33333333333333,88.88888888888889,0.04891975308641975,0.031635802469135804,413.7123317718506,401.9271709918976,241.5193023174914,516.8806314735474
27,91.11111111111111,95.55555555555556,0.058179012345679015,0.03132716049382716,478.2105116844177,395.85833048820496,231.65924557533143,458.8943815293978
28,93.33333333333333,95.55555555555556,0.06805555555555555,0.04675925925925926,550.9738757610321,402.5540187358856,251.3504886217362,496.6396627435247
29,95.55555555555556,95.55555555555556,0.06157407407407407,0.0412037037037037,493.37718749046326,398.9184274673462,238.6200225552165,527.1955840264081
30,86.66666666666667,95.55555555555556,0.056635802469135806,0.04398148148148148,444.4306650161743,399.3160448074341,260.88263270916013,521.5025213123265
31,84.44444444444444,93.33333333333333,0.05848765432098765,0.04429012345679012,444.3902533054352,400.534451007843,248.67334854546192,533.5712239353785
32,88.88888888888889,95.55555555555556,0.06033950617283951,0.034722222222222224,461.03091764450073,398.38306856155396,238.47850346966536,579.4603661040463
33,95.55555555555556,95.55555555555556,0.06003086419753086,0.041512345679012345,501.9909391403198,396.8400101661682,241.42433922845657,488.3679966367767
34,86.66666666666667,86.66666666666667,0.04429012345679012,0.033179012345679014,425.7534730434418,396.4337465763092,258.9504478838113,657.2180635735373
35,91.11111111111111,100.0,0.06558641975308642,0.04490740740740741,409.32043409347534,403.6471269130707,255.1945469518911,561.3801496277537
36,91.11111111111111,91.11111111111111,0.05138888888888889,0.03904320987654321,491.48520612716675,401.5137414932251,244.4506398271131,455.69856024423626
37,91.11111111111111,93.33333333333333,0.06898148148148148,0.04830246913580247,474.20134472846985,399.18316888809204,235.85579914822023,434.6717527414365
38,100.0,100.0,0.07484567901234568,0.05169753086419753,498.079452753067,399.602178812027,220.5701359653683,436.443710344344
39,93.33333333333333,95.55555555555556,0.05787037037037037,0.04089506172839506,408.5504868030548,397.5272071361542,256.2023531465578,621.5574147858944
40,93.33333333333333,95.55555555555556,0.056018518518518516,0.03657407407407407,449.9441645145416,403.1717119216919,228.54315183896466,472.2224663872992
41,95.55555555555556,97.77777777777777,0.06373456790123457,0.038425925925925926,473.7731547355652,408.5270903110504,250.8166593790475,541.9295796455781
42,88.88888888888889,95.55555555555556,0.06157407407407407,0.050771604938271604,435.5516924858093,401.0491056442261,241.65343169125174,564.2651913370528
43,93.33333333333333,95.55555555555556,0.06003086419753086,0.04583333333333333,450.78707480430603,405.4828882217407,252.23794457292146,547.0718773820695
44,91.11111111111111,97.77777777777777,0.06003086419753086,0.043055555555555555,443.12035036087036,402.60383224487305,241.32912178997046,560.0200106751497
45,86.66666666666667,88.88888888888889,0.052006172839506176,0.04521604938271605,451.8220634460449,403.8034715652466,265.8314380907532,540.346985388998
46,84.44444444444444,84.44444444444444,0.06342592592592593,0.05570987654320988,473.1008162498474,395.3892035484314,242.51880969996483,549.8168272762869
47,91.11111111111111,97.77777777777777,0.06466049382716049,0.0433641975308642,421.8786838054657,403.93892073631287,220.97275349694377,443.28735945241016
48,97.77777777777777,93.33333333333333,0.06589506172839506,0.043055555555555555,458.88996171951294,400.02998065948486,255.18746043952194,563.7856005038373
49,93.33333333333333,95.55555555555556,0.05632716049382716,0.035339506172839506,516.3725430965424,396.19017720222473,233.45052591827505,451.79827089756213
